,id, name, rating, position, height, foot, rare, pace, shooting, passing, dribbling, defending, heading, diving, handling, kicking, reflexes, speed, positioning
1696,151225, Danny Collins,71, D,183, Left,1, 53, 34, 56, 45, 74, 78, , , , , ,
1697,151226, Kevin McIntyre,58, M,183, Left,0, 65, 52, 60, 55, 61, 64, , , , , ,
1698,151270, James Coppinger,68, A,170, Right,0, 75, 62, 66, 71, 44, 59, , , , , ,
1699,151416, Ryan Green,55, D,173, Right,0, 59, 17, 44, 45, 60, 64, , , , , ,
1700,151419, Paul Parry,63, M,180, Left,1, 77, 61, 61, 65, 59, 57, , , , , ,
1701,151426, Ben Smith,57, M,180, Right,0, 53, 56, 59, 55, 51, 41, , , , , ,
1702,151473, Akpo Sodje,66, A,188, Right,0, 74, 63, 46, 65, 53, 76, , , , , ,
1703,151481, Jim Bentley,58, D,185, Right,0, 34, 24, 31, 33, 62, 66, , , , , ,
1704,151498, Garry Thompson,64, M,178, Right,1, 77, 53, 67, 65, 52, 64, , , , , ,
1705,151508, Steven Davis,75, M,173, Right,0, 82, 69, 77, 78, 71, 66, , , , , ,
1706,151515, Kris Stadsgaard,72, D,185, Right,0, 57, 44, 66, 34, 74, 65, , , , , ,
1707,151568, Jonas Troest,66, D,185, Right,0, 66, 26, 48, 29, 69, 64, , , , , ,
1708,151586, Martin Vingaard,74, M,180, Right,1, 74, 72, 72, 69, 68, 62, , , , , ,
1709,151648, Kolja Afriyie,63, D,188, Right,0, 69, 45, 57, 59, 67, 60, , , , , ,
1710,151708, Kim Christensen,68, GK,185, Right,0, , , , , , , 71, 64, 77, 73, 42,64.0
1711,151710, Anders Due,69, M,177, Left,0, 75, 68, 71, 68, 48, 51, , , , , ,
1712,151753, Kenneth Fabricius,63, A,182, Right,1, 75, 62, 49, 60, 52, 63, , , , , ,
1713,151757, Rajko Lekić,64, A,185, Right,0, 59, 62, 52, 64, 51, 64, , , , , ,
1714,151764, Christopher Poulsen,63, D,184, Left,0, 69, 57, 63, 68, 63, 56, , , , , ,
1715,151856, Peter Utaka,74, A,177, Right,1, 84, 67, 48, 75, 57, 72, , , , , ,
1716,151858, Joeri Vastmans,59, D,168, Left,0, 69, 34, 48, 34, 66, 64, , , , , ,
1717,151871, Anthony Portier,63, D,183, Right,0, 60, 49, 49, 48, 65, 71, , , , , ,
1718,151885, Wouter Biebauw,64, GK,188, Right,1, , , , , , , 67, 61, 55, 71, 45,61.0
1719,151976, David Vandenbroeck,67, D,188, Right,0, 45, 44, 54, 47, 72, 70, , , , , ,
1720,152024, Stijn Minne,64, D,171, Right,0, 67, 41, 58, 44, 62, 60, , , , , ,
1721,152035, Rune Pedersen,58, GK,188, Right,0, , , , , , , 57, 56, 55, 60, 54,59.0
1722,152039, Daniel Agger,83, D,191, Left,1, 69, 67, 66, 58, 82, 78, , , , , ,
1723,152046, Mads Junker,75, A,186, Right,0, 75, 71, 61, 67, 54, 69, , , , , ,
1724,152047, Henrik Kildentoft,60, D,183, Right,1, 78, 43, 40, 40, 65, 66, , , , , ,
1725,152065, Simon Poulsen,68, D,184, Left,1, 82, 60, 62, 71, 67, 62, , , , , ,
1726,152083, Wolfgang Klapf,58, D,180, Left,0, 62, 32, 58, 52, 58, 54, , , , , ,
1727,152092, Marko Stanković,67, M,177, Right,0, 74, 66, 64, 71, 52, 63, , , , , ,
1728,152094, Dominique Taboga,61, D,187, Right,0, 63, 31, 44, 43, 64, 67, , , , , ,
1729,152122, Andreas Hölzl,67, M,178, Right,0, 79, 58, 65, 66, 53, 60, , , , , ,
1730,152126, Florian Mader,65, M,180, Left,0, 72, 60, 60, 68, 64, 68, , , , , ,
1731,152139, Hans-Peter Berger,65, GK,179, Right,0, , , , , , , 67, 64, 64, 68, 52,64.0
1732,152147, Enrico Kern,65, A,189, Right,0, 65, 61, 47, 61, 54, 66, , , , , ,
1733,152206, Jürgen Patocka,62, D,192, Left,0, 31, 38, 40, 33, 68, 72, , , , , ,
1734,152211, Ramazan Özcan,66, GK,187, Right,0, , , , , , , 67, 63, 61, 70, 52,65.0
1735,152271, Manuel Ortlechner,66, D,186, Left,1, 53, 31, 51, 42, 67, 83, , , , , ,
1736,152273, Franz Schiemer,68, M,185, Right,1, 72, 54, 56, 58, 74, 85, , , , , ,
1737,152274, Ibrahima Sidibé,67, A,193, Left,0, 74, 63, 54, 62, 57, 70, , , , , ,
1738,152356, Koen Persoons,68, M,179, Right,0, 69, 62, 67, 66, 65, 64, , , , , ,
1739,152371, Kevin Geudens,64, M,185, Left,0, 48, 48, 59, 56, 62, 61, , , , , ,
1740,152407, Mickaël Ménétrier,61, GK,190, Right,0, , , , , , , 62, 60, 54, 66, 45,59.0
1741,152453, Braulio Luna,67, M,182, Left,0, 59, 66, 70, 66, 65, 61, , , , , ,
1742,152469, Kelvin Davis,69, GK,185, Right,0, , , , , , , 67, 69, 73, 70, 61,70.0
1743,152482, Tom Newey,57, D,180, Left,0, 64, 30, 47, 40, 61, 62, , , , , ,
1744,152483, Gabriel Zakuani,64, D,185, Right,1, 80, 22, 33, 39, 68, 70, , , , , ,
1745,152484, Brian Saah,58, D,191, Right,0, 66, 21, 33, 31, 66, 65, , , , , ,
1746,152492, David Bird,56, M,173, Right,0, 66, 42, 62, 46, 63, 58, , , , , ,
1747,152493, Kayode Odejayi,62, A,191, Right,1, 78, 53, 40, 54, 54, 73, , , , , ,
1748,152495, Andy Gallinagh,57, D,177, Right,0, 60, 39, 52, 51, 60, 68, , , , , ,
1749,152505, John White,60, D,183, Right,0, 58, 42, 49, 52, 60, 59, , , , , ,
1750,152507, George Elokobi,70, D,175, Left,1, 67, 47, 56, 49, 81, 80, , , , , ,
1751,152508, Scott Bevan,58, GK,198, Right,0, , , , , , , 58, 59, 64, 58, 27,59.0
1752,152511, Ben Harding,58, M,185, Left,0, 70, 54, 61, 47, 53, 59, , , , , ,
1753,152514, Jason Puncheon,68, A,173, Left,0, 76, 66, 61, 71, 50, 55, , , , , ,
1754,152519, Dale Tonge,59, D,178, Right,0, 63, 42, 57, 56, 60, 62, , , , , ,
1755,152522, Nicky Wroe,63, M,180, Right,1, 59, 56, 65, 72, 53, 64, , , , , ,
1756,152523, Scott Flinders,62, GK,193, Right,0, , , , , , , 65, 62, 63, 64, 64,58.0
1757,152536, Bradley Johnson,68, M,178, Left,0, 67, 69, 68, 66, 64, 69, , , , , ,
1758,152554, Gaël Clichy,80, D,176, Left,1, 89, 45, 75, 80, 75, 70, , , , , ,
1759,152555, David Bentley,76, M,175, Right,0, 65, 76, 80, 81, 50, 53, , , , , ,
1760,152567, Alexander Tettey,72, M,180, Right,1, 84, 68, 72, 74, 72, 68, , , , , ,
1761,152569, Alexander Mathisen,66, A,182, Right,0, 77, 59, 49, 69, 53, 57, , , , , ,
1762,152574, Dylan Macallister,59, A,191, Right,0, 49, 56, 31, 57, 52, 64, , , , , ,
1763,152588, Robert Koren,73, M,175, Right,1, 71, 71, 72, 72, 66, 64, , , , , ,
1764,152590, Shane Stefanutto,62, D,177, Left,0, 67, 49, 62, 64, 63, 55, , , , , ,
1765,152594, Tomasz Sokolowski,69, M,184, Right,0, 72, 67, 68, 58, 70, 72, , , , , ,
1766,152603, Olivier Occèan,68, A,185, Right,0, 65, 64, 42, 57, 58, 78, , , , , ,
1767,152617, Karim Essediri,67, M,185, Right,0, 76, 67, 68, 63, 68, 58, , , , , ,
1768,152618, Péter Kovács,66, A,198, Right,1, 58, 62, 41, 48, 63, 60, , , , , ,
1769,152643, Jonathan Douglas,64, M,180, Right,1, 56, 48, 67, 62, 63, 56, , , , , ,
1770,152645, Paul Reid,64, D,188, Right,1, 48, 31, 42, 43, 72, 72, , , , , ,
1771,152650, Jacob Burns,63, M,176, Left,1, 34, 58, 52, 48, 70, 64, , , , , ,
1772,152678, Liam Chilvers,59, D,185, Left,0, 56, 31, 41, 34, 65, 62, , , , , ,
1773,152690, Dimitrios Konstantopoulos,70, GK,193, Left,0, , , , , , , 75, 71, 68, 72, 65,70.0
1774,152693, Steven Thomson,62, M,173, Right,0, 55, 49, 62, 65, 66, 58, , , , , ,
1775,152695, Jamie Cureton,63, A,173, Right,0, 63, 62, 41, 53, 46, 68, , , , , ,
1776,152697, Sean O'Hanlon,61, D,185, Right,0, 60, 31, 45, 46, 69, 67, , , , , ,
1777,152699, Calvin Zola,62, A,191, Right,0, 68, 54, 42, 58, 55, 74, , , , , ,
1778,152718, Ricardo Vaz Tê,63, A,188, Right,0, 72, 61, 54, 63, 57, 71, , , , , ,
1779,152723, Liam Rosenior,68, D,178, Right,0, 76, 53, 58, 65, 64, 62, , , , , ,
1780,152724, Danny Pugh,69, M,183, Left,0, 66, 54, 74, 67, 64, 68, , , , , ,
1781,152725, Darren Ward,66, D,191, Left,1, 51, 37, 41, 34, 70, 82, , , , , ,
1782,152729, Piqué,88, D,192, Right,1, 66, 52, 74, 65, 86, 81, , , , , ,
1783,152735, Michael Doyle,64, M,178, Left,1, 56, 58, 66, 57, 65, 61, , , , , ,
1784,152740, Bradley Orr,67, D,183, Right,0, 68, 48, 61, 64, 70, 65, , , , , ,
1785,152741, Mike Williamson,75, D,192, Right,0, 60, 37, 59, 42, 76, 76, , , , , ,
1786,152745, Martin Woods,64, M,175, Left,0, 73, 62, 63, 65, 60, 61, , , , , ,
1787,152746, Paul Keegan,62, M,180, Right,0, 69, 56, 61, 44, 64, 60, , , , , ,
1788,152747, Aaron Lennon,82, M,165, Right,1, 95, 62, 68, 86, 48, 46, , , , , ,
1789,152748, Peter Leven,61, M,180, Left,1, 70, 57, 67, 56, 59, 61, , , , , ,
1790,152750, David Hunt,57, M,180, Right,0, 61, 39, 58, 53, 63, 48, , , , , ,
1791,152751, Eddie Johnson,61, A,178, Right,0, 67, 60, 46, 59, 52, 51, , , , , ,
1792,152756, Rodrigo Alvim,68, D,182, Left,0, 62, 59, 68, 64, 69, 71, , , , , ,
1793,152772, Quirino,62, A,181, Right,1, 84, 59, 53, 66, 49, 67, , , , , ,
1794,152778, Leonardo Silva,76, D,192, Right,0, 64, 42, 43, 33, 79, 75, , , , , ,
1795,152789, Diego Souza,77, M,186, Right,0, 58, 77, 75, 80, 69, 73, , , , , ,
1796,152814, Bobô,74, A,186, Right,1, 58, 71, 61, 68, 56, 64, , , , , ,
1797,152815, Rosinei,72, M,170, Right,1, 86, 58, 68, 73, 70, 68, , , , , ,
1798,152821, Marquinhos,73, M,183, Right,1, 61, 74, 78, 74, 62, 56, , , , , ,
1799,152822, Danilo,74, M,186, Left,1, 53, 73, 79, 72, 62, 62, , , , , ,
1800,152826, Edcarlos,71, D,185, Right,1, 60, 42, 53, 59, 73, 76, , , , , ,
1801,152828, Ibson,76, M,178, Right,0, 81, 72, 77, 80, 67, 71, , , , , ,
1802,152830, Henrique,73, D,189, Right,1, 54, 48, 57, 39, 76, 81, , , , , ,
1803,152831, Roger,71, M,189, Left,0, 49, 66, 71, 75, 60, 68, , , , , ,
1804,152840, Jussiê,74, M,181, Right,1, 73, 74, 73, 79, 53, 65, , , , , ,
1805,152850, Alex,81, M,175, Left,1, 72, 82, 80, 80, 61, 68, , , , , ,
1806,152855, Rafael Sóbis,75, A,172, Right,0, 81, 74, 64, 79, 47, 64, , , , , ,
1807,152870, Felipe Saad,64, D,187, Left,0, 50, 50, 44, 46, 67, 68, , , , , ,
1808,152875, Johnnie Jackson,66, M,185, Left,0, 59, 66, 72, 58, 52, 48, , , , , ,
1809,152876, Mark Yeates,66, M,175, Right,0, 76, 65, 60, 76, 50, 60, , , , , ,
1810,152879, Mark Noble,77, M,180, Right,0, 62, 69, 76, 70, 68, 59, , , , , ,
1811,152880, Chris Cohen,70, M,178, Left,1, 71, 72, 73, 70, 66, 63, , , , , ,
1812,152883, Chad Marshall,73, D,191, Right,1, 62, 51, 55, 58, 77, 84, , , , , ,
1813,152887, Chris Wingert,65, D,180, Right,0, 62, 51, 62, 58, 68, 66, , , , , ,
1814,152893, Troy Perkins,65, GK,188, Right,0, , , , , , , 68, 67, 68, 66, 55,65.0
1815,152894, Clarence Goodson,72, D,193, Right,0, 69, 47, 55, 44, 73, 75, , , , , ,
1816,152896, Ramón Núñez,69, M,169, Right,0, 76, 68, 67, 71, 49, 47, , , , , ,
1817,152899, Josh Gardner,63, D,180, Left,0, 67, 47, 59, 60, 66, 52, , , , , ,
1818,152900, Ned Grabavoy,65, M,170, Left,0, 65, 57, 63, 66, 62, 60, , , , , ,
1819,152901, Joseph Ngwenya,61, A,185, Right,1, 75, 56, 39, 65, 46, 66, , , , , ,
1820,152903, Ryan Cochrane,60, D,185, Right,0, 39, 40, 41, 51, 62, 67, , , , , ,
1821,152904, Steve Cronin,61, GK,188, Left,1, , , , , , , 62, 58, 65, 66, 54,62.0
1822,152907, Jack Smith,62, D,180, Right,0, 63, 30, 56, 53, 64, 59, , , , , ,
1823,152908, Ashley Young,85, A,175, Right,1, 93, 77, 76, 87, 47, 48, , , , , ,
1824,152909, Hameur Bouazza,68, A,180, Left,0, 78, 63, 58, 71, 52, 61, , , , , ,
1825,152912, José Sand,70, A,183, Right,1, 48, 70, 49, 63, 55, 82, , , , , ,
1826,152913, Gabriel Pereyra,70, M,175, Right,0, 71, 69, 68, 71, 62, 76, , , , , ,
1827,152914, Daniel Montenegro,71, M,177, Right,0, 69, 66, 71, 72, 55, 69, , , , , ,
1828,152916, Rubens Sambueza,69, M,174, Left,1, 82, 64, 70, 71, 46, 54, , , , , ,
1829,152922, Edgar Barreto,73, M,182, Right,1, 70, 69, 74, 68, 68, 56, , , , , ,
1830,152926, Vincent Gragnic,64, M,184, Right,1, 62, 60, 69, 72, 49, 62, , , , , ,
1831,152933, Darryl Flahavan,63, GK,180, Right,1, , , , , , , 60, 62, 65, 64, 52,70.0
1832,152950, Grzegorz Wojtkowiak,72, D,184, Left,0, 74, 41, 62, 55, 70, 69, , , , , ,
1833,152961, Mariusz Pawelec,64, D,180, Right,0, 60, 44, 52, 47, 65, 65, , , , , ,
1834,152990, Lee Barnard,67, A,178, Right,0, 69, 64, 44, 61, 51, 70, , , , , ,
1835,152991, Dean Marney,65, M,183, Right,0, 70, 65, 64, 69, 68, 73, , , , , ,
1836,152992, Stephen Kelly,70, D,184, Right,0, 68, 46, 63, 61, 73, 71, , , , , ,
1837,152993, Renato Civelli,71, D,193, Right,1, 37, 52, 58, 35, 73, 78, , , , , ,
1838,152996, Per Ciljan Skjelbred,78, M,175, Right,0, 77, 69, 73, 81, 66, 67, , , , , ,
1839,152997, Darío Cvitanich,72, A,174, Right,1, 73, 70, 65, 71, 53, 75, , , , , ,
1840,152999, Rodrigo Palacio,80, A,175, Right,1, 84, 76, 77, 85, 53, 59, , , , , ,
1841,153004, Jakub Wawrzyniak,71, D,188, Left,1, 81, 47, 65, 64, 74, 62, , , , , ,
1842,15302, Gareth Stewart,54, GK,183, Right,0, , , , , , , 45, 62, 59, 61, 47,54.0
1843,15304, Neil Alexander,71, GK,185, Right,1, , , , , , , 74, 76, 61, 69, 56,75.0
1844,153048, Magnus Wolff Eikrem,74, M,178, Right,0, 73, 61, 70, 73, 66, 64, , , , , ,
1845,153060, Juan Manuel Insaurralde,74, D,188, Left,1, 66, 42, 52, 35, 74, 77, , , , , ,
1846,153079, Sergio Agüero,86, A,175, Right,1, 88, 81, 71, 92, 52, 76, , , , , ,
1847,153084, Hernán Losada,72, M,172, Right,1, 69, 66, 71, 77, 52, 56, , , , , ,
1848,153100, Stuart Nelson,60, GK,185, Right,0, , , , , , , 61, 63, 59, 58, 59,61.0
1849,153136, Aleksander Ptak,61, GK,186, Right,0, , , , , , , 69, 62, 44, 55, 56,65.0
1850,153137, Łukasz Sapela,63, GK,186, Left,1, , , , , , , 65, 73, 54, 59, 62,66.0
1851,153145, Jacek Popek,56, D,182, Left,0, 60, 50, 58, 52, 60, 59, , , , , ,
1852,153148, Łukasz Garguła,68, M,177, Right,0, 70, 62, 66, 64, 52, 58, , , , , ,
1853,153164, Alejandro Faurlín,71, M,185, Left,1, 75, 56, 73, 70, 68, 68, , , , , ,
1854,153177, Mauro Zárate,80, A,176, Right,1, 89, 77, 69, 87, 50, 61, , , , , ,
1855,153195, Lee Sang Ho,64, D,175, Right,1, 85, 52, 50, 57, 67, 68, , , , , ,
1856,153197, Ma Chul Joon,65, D,180, Right,1, 82, 51, 63, 67, 63, 62, , , , , ,
1857,153221, Dariusz Łatka,59, M,172, Right,1, 81, 49, 55, 59, 55, 55, , , , , ,
1858,153222, Paweł Sobolewski,62, M,175, Left,1, 80, 54, 56, 66, 48, 54, , , , , ,
1859,153240, Nicolas Flegeau,56, D,182, Left,0, 58, 37, 54, 37, 55, 66, , , , , ,
1860,153244, André-Pierre Gignac,78, A,186, Right,0, 76, 79, 73, 71, 58, 76, , , , , ,
1861,153255, Virgile Reset,66, M,176, Right,1, 87, 37, 54, 68, 51, 38, , , , , ,
1862,153260, Hilton,74, D,182, Right,1, 50, 48, 70, 60, 73, 79, , , , , ,
1863,153267, Florent Ghisolfi,58, M,175, Right,0, 59, 45, 54, 55, 59, 61, , , , , ,
1864,153273, Jonathan Téhoué,60, A,183, Right,1, 79, 55, 45, 51, 54, 67, , , , , ,
1865,153275, Jean-Louis Leca,63, GK,180, Right,1, , , , , , , 58, 62, 52, 70, 57,68.0
1866,153282, Matt Pickens,64, GK,184, Right,1, , , , , , , 66, 63, 62, 64, 35,67.0
1867,153283, Adrian Cann,68, D,190, Right,0, 39, 44, 51, 46, 70, 72, , , , , ,
1868,153292, William Hesmer,68, GK,188, Right,0, , , , , , , 68, 71, 69, 65, 52,69.0
1869,153293, Khari Stephenson,63, M,186, Right,1, 58, 67, 58, 61, 68, 67, , , , , ,
1870,153296, Yoann Gourcuff,81, M,185, Right,1, 77, 77, 80, 79, 66, 72, , , , , ,
1871,153298, Arnold Mvuemba,75, M,172, Right,0, 77, 68, 76, 72, 72, 71, , , , , ,
1872,153391, Cleyton,70, M,175, Right,0, 72, 67, 64, 76, 50, 64, , , , , ,
1873,153608, Nikos Spyropoulos,70, D,172, Left,0, 75, 43, 70, 65, 72, 66, , , , , ,
1874,153857, Del Olmo,62, M,172, Right,0, 73, 55, 58, 64, 59, 61, , , , , ,
1875,15390, Michał Żewłakow,67, D,182, Right,0, 68, 50, 62, 54, 67, 65, , , , , ,
1876,153934, Piti,69, A,174, Left,1, 72, 75, 58, 66, 54, 57, , , , , ,
1877,153938, Àngel Rangel,67, D,188, Right,0, 67, 54, 69, 65, 71, 75, , , , , ,
1878,15402, Benjamin Huggel,64, M,190, Right,1, 54, 61, 62, 62, 73, 71, , , , , ,
1879,154244, Sergio Díaz,63, D,194, Left,1, 29, 49, 55, 40, 71, 60, , , , , ,
1880,154442, Koikili,71, D,168, Left,0, 73, 58, 65, 60, 70, 72, , , , , ,
1881,154454, Bernardo,62, GK,185, Right,0, , , , , , , 61, 62, 57, 69, 56,60.0
1882,154472, Jorge Molina,73, A,188, Right,1, 52, 70, 45, 62, 62, 78, , , , , ,
1883,154543, Nicola Ferrari,63, A,183, Right,1, 54, 64, 58, 63, 46, 55, , , , , ,
1884,154545, Francesco Marianini,66, M,185, Right,0, 63, 55, 69, 63, 66, 66, , , , , ,
1885,154563, Ciro Capuano,72, D,185, Left,1, 76, 63, 72, 70, 71, 67, , , , , ,
1886,154634, Manuel Pasqual,74, D,178, Left,1, 77, 61, 73, 74, 70, 69, , , , , ,
1887,154867, Gheorghe Bucur,69, A,171, Right,0, 66, 68, 69, 71, 40, 68, , , , , ,
1888,154871, Dacian Varga,72, M,173, Left,1, 69, 59, 72, 72, 44, 51, , , , , ,
1889,154950, Yuriy Zhirkov,81, M,180, Left,0, 79, 74, 79, 81, 74, 62, , , , , ,
1890,155018, Rob Jones,65, D,200, Left,1, 44, 26, 44, 27, 72, 65, , , , , ,
1891,155041, Craig Mackail-Smith,71, A,178, Right,1, 81, 70, 51, 66, 52, 66, , , , , ,
1892,155086, Nicky Bailey,69, M,178, Right,0, 71, 60, 71, 66, 63, 56, , , , , ,
1893,1551, Ludovic Giuly,74, M,164, Right,1, 74, 73, 75, 75, 47, 44, , , , , ,
1894,155222, Luca Ariatti,63, M,182, Right,0, 64, 57, 59, 60, 60, 64, , , , , ,
1895,155264, Vadim Demidov,75, D,186, Right,0, 53, 58, 66, 47, 76, 76, , , , , ,
1896,155267, Rob Friend,71, A,195, Right,1, 48, 68, 45, 58, 60, 76, , , , , ,
1897,155288, Vladimir Ivic,73, M,191, Right,1, 63, 74, 76, 67, 57, 67, , , , , ,
1898,155289, Krzysztof Kotorowski,64, GK,186, Right,1, , , , , , , 68, 56, 54, 73, 37,66.0
1899,155295, Nikola Mijailović,64, D,185, Left,1, 72, 49, 70, 65, 61, 61, , , , , ,
1900,155299, Andy Griffin,64, D,173, Right,1, 55, 33, 56, 54, 71, 70, , , , , ,
1901,155302, Matthew Taylor,66, A,180, Right,0, 71, 60, 44, 62, 46, 68, , , , , ,
1902,155309, Kim Eun Jung,68, A,185, Right,0, 75, 67, 55, 65, 60, 72, , , , , ,
1903,155317, Kim Chul Ho,63, M,177, Right,0, 74, 52, 59, 65, 64, 52, , , , , ,
1904,155328, Shim Young Sung,59, A,178, Right,0, 71, 54, 51, 64, 47, 54, , , , , ,
1905,155330, Kim Tae Su,63, M,180, Right,0, 72, 54, 63, 56, 65, 61, , , , , ,
1906,155334, Kang Min Soo,63, D,184, Right,0, 67, 41, 47, 49, 63, 72, , , , , ,
1907,155340, Hwang Jae Won,67, D,186, Right,0, 60, 38, 47, 47, 68, 78, , , , , ,
1908,155344, Shin Hwa Yong,66, GK,183, Right,0, , , , , , , 69, 62, 68, 65, 54,69.0
1909,155348, Han Tae You,59, M,186, Right,0, 62, 48, 59, 56, 59, 60, , , , , ,
1910,155349, Lee Jung Yul,58, D,183, Right,0, 40, 45, 55, 53, 60, 62, , , , , ,
1911,155351, Choi Jae Soo,61, M,174, Left,0, 62, 52, 60, 63, 47, 53, , , , , ,
1912,155355, Lee Chung-Yong,78, M,178, Right,0, 83, 68, 72, 83, 57, 68, , , , , ,
1913,155368, Hwang Sun Pil,61, D,181, Left,0, 64, 38, 47, 51, 63, 66, , , , , ,
1914,155376, Bae Hyo Sung,62, D,183, Right,0, 44, 35, 44, 30, 67, 66, , , , , ,
1915,155383, Lim You Hwan,64, D,185, Right,0, 66, 41, 49, 51, 68, 74, , , , , ,
1916,155407, Lance Davids,62, D,174, Right,1, 79, 51, 62, 62, 64, 56, , , , , ,
1917,155408, Marcel Schäfer,76, D,184, Left,0, 75, 72, 78, 73, 73, 70, , , , , ,
1918,155445, Emil Jula,71, A,192, Left,0, 71, 67, 62, 68, 56, 59, , , , , ,
1919,155446, Răzvan Cociş,68, M,181, Right,0, 72, 66, 70, 67, 55, 63, , , , , ,
1920,155494, Dawid Plizga,65, M,174, Right,1, 82, 61, 58, 64, 48, 64, , , , , ,
1921,155517, Danny Olsen,65, M,186, Right,0, 72, 62, 61, 68, 55, 63, , , , , ,
1922,155524, Richard Stearman,71, D,191, Right,0, 62, 39, 48, 44, 72, 73, , , , , ,
1923,155530, Sammy Clingan,69, M,180, Right,0, 73, 66, 74, 65, 62, 58, , , , , ,
1924,155532, Carl Ikeme,64, GK,188, Right,1, , , , , , , 62, 64, 61, 68, 50,62.0
1925,155533, Leon Clarke,63, A,188, Right,0, 65, 60, 52, 56, 54, 71, , , , , ,
1926,155534, Keith Lowe,57, D,188, Right,0, 62, 28, 53, 50, 66, 70, , , , , ,
1927,155537, Leon Jessen,70, D,182, Left,0, 75, 54, 66, 66, 70, 59, , , , , ,
1928,155539, Gunnar Nielsen,65, GK,193, Right,0, , , , , , , 67, 69, 60, 66, 65,67.0
1929,155551, Jonas Borring,65, M,193, Left,0, 66, 63, 68, 66, 58, 65, , , , , ,
1930,155567, Peter Nymann,64, M,179, Right,1, 84, 54, 65, 63, 57, 56, , , , , ,
1931,155584, William,71, A,183, Right,1, 54, 70, 54, 65, 56, 79, , , , , ,
1932,155586, Kim Jin Ryong,60, A,182, Left,0, 66, 59, 56, 67, 58, 72, , , , , ,
1933,155589, Lee Ho,65, M,182, Right,0, 69, 55, 61, 65, 71, 66, , , , , ,
1934,155592, Song Han Bok,57, M,183, Right,0, 46, 37, 50, 55, 58, 61, , , , , ,
1935,155598, Lee Jin Ho,62, A,184, Right,0, 61, 54, 49, 67, 56, 70, , , , , ,
1936,155611, Lee Yo Han,63, D,184, Right,0, 66, 40, 55, 50, 65, 66, , , , , ,
1937,155617, Bang Seung Hwan,62, A,185, Right,0, 64, 59, 47, 58, 60, 63, , , , , ,
1938,155621, Jeon Jae Ho,65, D,168, Left,0, 76, 49, 66, 57, 60, 50, , , , , ,
1939,155625, Kim Chi Woo,67, M,175, Left,1, 82, 63, 70, 59, 58, 65, , , , , ,
1940,155633, Kim Dae Hwan,57, GK,185, Right,0, , , , , , , 57, 55, 57, 61, 45,58.0
1941,155646, Paweł Nowak,63, M,173, Left,0, 64, 57, 64, 61, 53, 56, , , , , ,
1942,155657, Piotr Celeban,68, D,181, Right,0, 71, 51, 52, 55, 68, 76, , , , , ,
1943,155668, Michał Łabędzki,64, D,184, Left,0, 49, 47, 54, 55, 64, 60, , , , , ,
1944,155671, Łukasz Trałka,67, M,186, Right,0, 65, 62, 70, 59, 65, 69, , , , , ,
1945,155676, Przemysław Kaźmierczak,67, M,191, Left,1, 70, 71, 66, 59, 74, 69, , , , , ,
1946,155681, Aloys Bertrand Nong,70, A,179, Right,1, 87, 66, 55, 69, 56, 71, , , , , ,
1947,155694, Steven De Petter,66, M,181, Left,0, 66, 56, 60, 51, 67, 67, , , , , ,
1948,155724, Darren Ambrose,70, M,183, Right,0, 77, 75, 66, 68, 52, 54, , , , , ,
1949,155725, Tony Caig,48, GK,181, Right,0, , , , , , , 46, 60, 57, 35, 65,49.0
1950,155739, Henrik Toft,67, A,196, Right,1, 47, 64, 53, 54, 59, 60, , , , , ,
1951,155798, Llorente,74, A,184, Right,1, 66, 71, 58, 65, 54, 77, , , , , ,
1952,155808, Christian Gratzei,72, GK,186, Right,1, , , , , , , 70, 76, 75, 74, 60,69.0
1953,155809, Mitja Mörec,64, D,184, Right,0, 67, 44, 51, 49, 67, 70, , , , , ,
1954,155810, Ronald Gercaliu,63, D,181, Left,0, 64, 52, 57, 60, 67, 65, , , , , ,
1955,155811, Johannes Ertl,64, M,188, Right,1, 57, 32, 53, 66, 71, 68, , , , , ,
1956,155813, Luis Amaranto Perea,76, D,180, Right,1, 82, 37, 51, 44, 81, 79, , , , , ,
1957,155820, Leonardo González,61, D,186, Left,0, 65, 47, 52, 54, 66, 65, , , , , ,
1958,155821, Michael Umaña,63, D,180, Right,0, 66, 43, 49, 41, 68, 66, , , , , ,
1959,155827, Álvaro Saborío,72, A,183, Right,1, 76, 71, 59, 71, 60, 81, , , , , ,
1960,155835, Kenny Van Hoevelen,65, D,184, Right,0, 65, 37, 50, 48, 66, 67, , , , , ,
1961,155841, Mark Volders,66, GK,189, Left,0, , , , , , , 66, 65, 62, 67, 58,68.0
1962,155852, Lolo,73, M,182, Right,0, 58, 57, 63, 60, 75, 74, , , , , ,
1963,155858, Kepa,63, A,185, Right,0, 51, 59, 46, 53, 51, 66, , , , , ,
1964,155862, Sergio Ramos,85, D,183, Right,1, 82, 62, 74, 77, 83, 90, , , , , ,
1965,155863, Pablo Ruiz,65, D,186, Right,0, 57, 39, 57, 50, 68, 64, , , , , ,
1966,155871, Bartosz Białkowski,62, GK,193, Right,0, , , , , , , 66, 62, 61, 64, 59,58.0
1967,155877, Craig Samson,63, GK,188, Right,1, , , , , , , 64, 62, 54, 63, 46,65.0
1968,155881, Chris Smith,61, GK,188, Left,0, , , , , , , 62, 61, 52, 61, 31,63.0
